date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:35:55	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Apr%202021%2012:35:10%20GMT	https://www.katarinasstad.se/robots.txt		(from )
14:35:56	20272/20272	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Apr%202021%2012:35:10%20GMT	https://www.katarinasstad.se/	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/index.html	(from )
14:35:56	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Apr%202021%2012:35:10%20GMT	https://www.katarinasstad.se/Content/Images/Ico/favicon.ico	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Content/Images/Ico/favicon.0.delayed	(from https://www.katarinasstad.se/)
14:35:56	672449/672449	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244f077b456f3decb0d1b00769927c002%22	https://use.fontawesome.com/releases/v5.0.6/js/all.js	C:/My%20Web%20Sites/Clone/use.fontawesome.com/releases/v5.0.6/js/all.js	(from https://www.katarinasstad.se/)
14:35:57	343128/343128	---MCZ	200	added ('OK')	text/css	etag:%227e618dd5b3a7d41:0%22	https://www.katarinasstad.se/Content/Styles/application.css?Date=20180327	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Content/Styles/application4d10.css	(from https://www.katarinasstad.se/)
14:35:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Apr%202021%2012:35:11%20GMT	https://www.katarinasstad.se/Content/Scripts/modernizr-flexbox.js	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Content/Scripts/modernizr-flexbox.3.delayed	(from https://www.katarinasstad.se/)
14:35:57	83095/83095	---M-Z	200	added ('OK')	application/javascript	etag:%2248aefd1b3a7d41:0%22	https://www.katarinasstad.se/Scripts/jquery-2.0.0.min.js	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Scripts/jquery-2.0.0.min.js	(from https://www.katarinasstad.se/)
14:35:58	39382/39382	---M-Z	200	added ('OK')	application/javascript	etag:%22805e1ed1b3a7d41:0%22	https://www.katarinasstad.se/Scripts/jquery.validate.js	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Scripts/jquery.validate.js	(from https://www.katarinasstad.se/)
14:35:58	23217/23217	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ffc-5ab1%22	https://cdnjs.cloudflare.com/ajax/libs/tether/1.1.1/js/tether.min.js	C:/My%20Web%20Sites/Clone/cdnjs.cloudflare.com/ajax/libs/tether/1.1.1/js/tether.min.js	(from https://www.katarinasstad.se/)
14:35:58	44826/44826	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:00%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0-alpha.2/js/bootstrap.min.js	C:/My%20Web%20Sites/Clone/maxcdn.bootstrapcdn.com/bootstrap/4.0.0-alpha.2/js/bootstrap.min.js	(from https://www.katarinasstad.se/)
14:35:59	2773/2773	---M-Z	200	added ('OK')	application/javascript	etag:%22569d60d1b3a7d41:0%22	https://www.katarinasstad.se/Scripts/jquery.unobtrusive-ajax.min.js	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Scripts/jquery.unobtrusive-ajax.min.js	(from https://www.katarinasstad.se/)
14:35:59	850/850	---MC-	200	added ('OK')	text/javascript	date:Thu,%2022%20Apr%202021%2012:35:14%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/Clone/www.google.com/recaptcha/api.js	(from https://www.katarinasstad.se/)
14:35:59	1409/1409	---M-Z	200	added ('OK')	application/javascript	etag:%22fc637e9b3a7d41:0%22	https://www.katarinasstad.se/Content/Scripts/StartPage/StartPageHandler.js	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Content/Scripts/StartPage/StartPageHandler.js	(from https://www.katarinasstad.se/)
14:36:00	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%229feb7563e295e3157094921dbdb09046%22	https://connect.facebook.net/sv_SE/sdk.js	C:/My%20Web%20Sites/Clone/connect.facebook.net/sv_SE/sdk.js	(from https://www.katarinasstad.se/)
14:36:00	11464/11464	---M--	200	added ('OK')	image/png	etag:%2258a84ef1b3a7d41:0%22	https://www.katarinasstad.se/Content/Images/Design/Header/Logotyp.png	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Content/Images/Design/Header/Logotyp.png	(from https://www.katarinasstad.se/)
14:36:01	150/150	---M--	302	error ('Found')	text/html	date:Thu,%2022%20Apr%202021%2012:35:15%20GMT	https://www.katarinasstad.se/Foretag	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Foretag.d.delayed	(from https://www.katarinasstad.se/)
14:36:01	16921/16921	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Apr%202021%2012:35:16%20GMT	https://www.katarinasstad.se/Foretag/72/En_battre_arbetsmiljo	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Foretag/72/En_battre_arbetsmiljo.html	(from https://www.katarinasstad.se/)
14:36:01	15962/15962	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Apr%202021%2012:35:16%20GMT	https://www.katarinasstad.se/Foretag/70/Rena_och_skona_kontor	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Foretag/70/Rena_och_skona_kontor.html	(from https://www.katarinasstad.se/)
14:36:02	16020/16020	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Apr%202021%2012:35:16%20GMT	https://www.katarinasstad.se/Foretag/71/Tuff_smuts_ar_inga_problem	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Foretag/71/Tuff_smuts_ar_inga_problem.html	(from https://www.katarinasstad.se/)
14:36:02	155/155	---M--	302	error ('Found')	text/html	date:Thu,%2022%20Apr%202021%2012:35:17%20GMT	https://www.katarinasstad.se/Privat	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Privat.11.delayed	(from https://www.katarinasstad.se/)
14:36:03	17048/17048	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Apr%202021%2012:35:17%20GMT	https://www.katarinasstad.se/Privat/84/Ett_rent_hem_och_mer_fritid	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Privat/84/Ett_rent_hem_och_mer_fritid.html	(from https://www.katarinasstad.se/)
14:36:03	16631/16631	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Apr%202021%2012:35:18%20GMT	https://www.katarinasstad.se/Privat/85/Stadning_nar_det_passar_dig	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Privat/85/Stadning_nar_det_passar_dig.html	(from https://www.katarinasstad.se/)
14:36:04	16495/16495	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Apr%202021%2012:35:18%20GMT	https://www.katarinasstad.se/Privat/75/Spara_tid_och_gor_flytten_lattare	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Privat/75/Spara_tid_och_gor_flytten_lattare.html	(from https://www.katarinasstad.se/)
14:36:04	15734/15734	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Apr%202021%2012:35:18%20GMT	https://www.katarinasstad.se/Privat/77/Vi_putsar_dina_fonster	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Privat/77/Vi_putsar_dina_fonster.html	(from https://www.katarinasstad.se/)
14:36:05	158/158	---M--	302	error ('Found')	text/html	date:Thu,%2022%20Apr%202021%2012:35:19%20GMT	https://www.katarinasstad.se/Referenser	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Referenser.16.delayed	(from https://www.katarinasstad.se/)
14:36:05	17181/17181	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Apr%202021%2012:35:19%20GMT	https://www.katarinasstad.se/Referenser/64/Vi_ar_nojda_nar_du_ar_nojd	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Referenser/64/Vi_ar_nojda_nar_du_ar_nojd.html	(from https://www.katarinasstad.se/)
14:36:05	172/172	---M--	302	error ('Found')	text/html	date:Thu,%2022%20Apr%202021%2012:35:20%20GMT	https://www.katarinasstad.se/Om-Katarinas-stadtjans	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Om-Katarinas-stadtjans.18.delayed	(from https://www.katarinasstad.se/)
14:36:06	16336/16336	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Apr%202021%2012:35:20%20GMT	https://www.katarinasstad.se/Om-Katarinas-stadtjans/81/Kort_om_Katarinas_Stadtjanst	C:/My%20Web%20Sites/Clone/www.katarinasstad.se/Om-Katarinas-stadtjans/81/Kort_om_Katarinas_Stadtjanst.html	(from https://www.katarinasstad.se/)
